ResponseId;conseq;wtp_1;wtp_2;wtp_explain_diff;wtp_explain_same;wtp_explain_pos;code_conseq;comment;coder
R_279Gs6QbLMUWorb;textile;2;0;I would not pay more unless it made a difference for the wages of workers.;;;conseq;;CB
R_11XTLZMnoo9Pqwb;textile;5;0;I would pay less, since it doesn't make a change to the worker's wages. Nothing has changed. So I feel like there is no need to pay extra;;;conseq;;CB
R_3pf0AgVxTFjwsXB;textile;1;0;I would not be willing to pay extra if the extra does not make a difference to the workers.;;;conseq;;CB
R_3MgmiZbebfUVAQk;textile;5;0;Because workers waged would not change in scenario 2;;;conseq;;CB
R_3fjDd2XYgi9DA17;textile;10;2;Not that you can trust that your money is actually going to reach the workers, but those who would tend to buy fair trade products are not as likely to cut back on buying them when the price goes up a little to support fair wages. But I have provided an answer that I believe is moderate to keep the garments affordable, yet still increase the pay received by the laborers.;;I wouldn't want to pay much more, or even buy the product, if I don't believe the workers are being compensated fairly.;conseq;;CB
R_27KzVlWm1rivwXa;textile;0;0;;;;;;CB
R_1qfjlouNk9hlsYc;textile;10;5;In Situation 1, I'd pay more as each dollar directly raises workers' wages. In Situation 2, without a direct wage impact, I'd contribute less due to potential market effects and cost considerations.;;Despite no direct impact on wages in Situation 2, I'd pay a reduced premium to support fairtrade principles and encourage ethical practices, reflecting a commitment to responsible consumption and market influence.;conseq, conseqstill;;CB
R_1QFtD29k6Qm5kiy;textile;20;0;You want to make sure that the persons making the products get a fair wage.  Option 1 allows any extra money for the garment to be given right to the person who produced it.  Thus, they are gaining money on each garment that they have produced.  The other option doesn't recognize the person who made it and they get no extra money for producing it.  Why would you pay extra just to feed the middle man when you want to help the producer of the product.  No, I won't pay extra in that Option 2.  The producer of the item gets nothing.;;;conseq;;CB
R_3feiH0Jj05bUgod;textile;0;0;;;;;;CB
R_BJLv2IbgMKvXhER;textile;0;0;;;;;;CB
R_1QLSMIyWYWUlVrg;textile;200;0;In one scenario, I have power to make a positive difference on those employees wages.;;;conseq;;CB
R_2ONovfUnIUgrTau;textile;100;100;;in either situations that is what i can budget for;i am paying so that in case there cost arises the money will support the selected action;conseqstill;;CB
R_d4oz6dwkcTdC8nf;textile;15;10;In situation 1 total work wages increase by an equivalent amount in situation 2 wages do not change although they are making more.;;I would hope my extra money would go towards an improved working environment, health care etc.,;conseq, conseqstill;;CB
R_1DqlPjPXlRv19Z3;textile;50;10;"In the first situation, there is a direct consequence that you are sure is happening. Just because something is ""fair trade"" does not mean purchasing it will directly better those who made it.";;Supporting fair trade is important, because even if it is not a standardized practice, the labor conditions used are hopefully better than a conventional product.;conseq, conseqstill;;CB
R_2rUv8ZMCwL9nmSS;textile;15;5;Because I would like the workers to make more money as well;;I would be willing to pay $5 to ensure it was made to support the wages;conseq;;CB
R_ywEGghdvS6E9Hyx;textile;5;0;For situation 1, I would give a little bit more money because it would go towards the workers' wages and I think that is a good cause and a good way to increase wages. For situation 2, I would not give any money because it would not go towards workers' total wages and I do not want to pay extra just so the rich can get richer. So, the reason why I gave different answers is because one would support wages and the other would not. If it support wages, I would give some but if it does not, I do not want to give extra money.;;;conseq;;CB
R_1Ka0tF5pvZk7Khc;textile;10;5;In situation 1, my action would have positive consequences and thus have a greater (positive) impact on the workers. However, in situation 2, my action would not have any impact on the workers' wages. As such, I wouldn't be willing to spend more on the fairtrade garments.;;If there is a demand for the product, and the quantity is low, I would be willing to a small premium to obtain it. However, I would not pay that much more for it as there is no impact on the workers' wages.;conseq;;CB
R_12op7K3GZOvyIXr;textile;10;0;I'm more motivated to pay more if workers are getting paid more.;;;conseq;;CB
R_1msH2D1PZlTaeV2;textile;5;0;"I'm unclear if I understand the first situation correctly.
Is the amount extra I would spend the total spent per garment, or for all 10 combined?   I decided my number on a per-garment basis.

In the second scenario, if my actions have no positive or negative consequence for the workers, then why pay extra?  If I was aware of the situation, I would probably avoid shopping there altogether until they improved the situation.
";;;conseq;;CB
R_3rMLpnGnD7oz9UL;textile;20;20;;i prefer to buy ethically when i can even if there are not visible changes immediately.;buying ethically usually costs more;deont;;CB
R_1pE79vJcVRvRajq;textile;10;0;I'd pay extra to support the workers, not the business.;;;conseq;;CB
R_3s0ymWfMEz24OrI;textile;1;0,5;The key difference between the two situations lies in the perceived effectiveness of my actions. When I believe that my extra spending directly benefits workers (Situation 1), I'm more inclined to pay a higher premium. In contrast, when I think that my contribution might not have a direct impact (Situation 2), my willingness to pay is slightly tempered, although I still want to express my support for fairtrade principles.;; I'd still be willing to pay extra for fairtrade garments in Situation 2, even if the direct impact on workers' wages is assumed to be zero. Here's why: Firstly, it's a way for me to show my support for ethical labor practices and fair wages. It sends a clear signal that I value workers' rights and well-being, which I believe is crucial. Secondly, my purchase contributes to the demand for fairtrade products, potentially encouraging more companies to adopt fair labor practices in the long run. While my individual action may not bring immediate change, it's part of a collective effort to improve conditions in the textile industry.;conseq, conseqstill;;CB
R_2pPFOVVKbPBpydd;textile;10;0;In situation 2, my money would not go directly to the workers so I would not want to pay extra if it doesn't help benefit the workers in the long run.;;;conseq;;CB
R_7Qzn6CJ6AYodu5X;textile;10;0;I would want my money to go directly to the workers.;;;conseq;;CB
R_2BzI3mu2OGGWo3C;textile;2;2;;To me it has the same consequence, i spent the extra 2 dollars. And those $2 benefits in different way, but in the end, it brought benefits to something or somebody while costing me the same.;It has no impact on the worker’s payment but it has impact on buying. When the product cost more, people would have to reconsider their purchase decision, which would lead to less waste;conseqstill;;CB
R_UGe222vXBVmGqL7;textile;1;0;The first scenario actually benefited the workers directly. In the second scenario, the workers saw no benefit;;;conseq;;CB
R_qLu8FUQ2plLercd;textile;20;0;I feel that wages should be increased as well and not just supporting fair trade. Fair trade means fair wages.;;;conseq;;CB
R_4JlftBm9fzaqChr;textile;5;0;If I have consequences I would be willing to exert more effort and resources.;;;conseq;;CB
R_3PI8uVT7CUmkGqE;textile;2;0;One improve their wages, the other doesn't. I'd only be willing to pay more if it meant the workers earned more.;;;conseq;;CB
R_22tNst3NcCF4NSU;textile;1;0;in the first option my action would make a difference;;;conseq;;CB
R_2YanEfNBev2VRwH;textile;50;0;Because one doesn't change the total wages of the workers.;;;conseq;;CB
R_29oTKXsQjGltVNX;textile;50;0;I am willing to spend more in situation 1 in order to support workers as everyone deserves a decent living. I am not willing to spend any additional amount in the second situation because it doesn't improve the the workers' total wage.;;;conseq;;CB
R_1gAXpd5Rz94VpgW;textile;1;0;If I have to pay more for garments then I need to be recompensed.;;;conseq;;CB
R_3kmOPntsNKO6hxX;textile;15;5;The prime objective is to put more money in the hands of the workers. The terms of the scenario are that the objective will fail.  That said, paying some workers (assuming fewer workers) more improves the lives of those individuals. If we assume the same number of workers, then the benefit is more free time for the workers with the same total pay.  Neither of these is a big win, so I didn't pay much more for the product.;;That said, paying some workers (assuming fewer workers) more improves the lives of those individuals. If we assume the same number of workers, then the benefit is more free time for the workers with the same total pay.  Neither of these is a big win, so I didn't pay much more for the product.;conseqstill;;CB
R_2ROeA5HbirGYve0;textile;15;15;;I feel like I should be fair in either case.;It is up to my morals to be upheld by me.;deont: principle;;CB
R_2dXzuIFHoUo5gty;textile;10;0;I gave different answers because I feel in this scenario it would be no point in paying extra if it's not going to the workers.;;;conseq;;CB
R_2VxpQDnNyJKEwpt;textile;20;10;I would feel better about paying more money for garments knowing my money has a direct impact on the laborers making these clothes.;;I still think the cause of fair trade wages is worth supporting, even if my direct impact is zero.;conseq, deont;;CB
R_vSTeXtpVy1isS6l;textile;25;0;"It feels fair to spend more on clothes when that money goes to those making the clothes, but why buy a ""fair trade"" shirt that doesn't actually support fair trade? I wouldn't do it.";;;conseq;;CB
R_2X5PQ1gFhb7ZmdA;textile;50;0;If no one benefits from the change, then there is no reason to increase the expenditure. I would want my extra burden to lead to a positive change instead of just going into a black hole of administrative fees.;;;conseq;;CB
R_XiSsJw4B4SFKXId;textile;5;5;;they're the same;its needed;other;;CB
R_1gLr8zpFrqoJQl8;textile;0;0;;;;;;CB
R_3qmWghj9QDGiQr4;textile;5;0;I fully support fair trade wages.;;;other;;CB
R_3s52en0nQz3j75k;textile;10;0;if im buying 10 garments i would pay an extra $1 for each;;;other;;CB
R_265R74oKM2VbYc4;textile;100;0;I would want to impace the workers' wages. Why bother paying more if it doesn't?;;;conseq;;CB
R_b8fzfrevAqh4Dbb;textile;0;0;;;;;;CB
R_10TUYJHsnxxBwod;textile;10;0;The first scenario is what would affect workers' pay but the second scenario would not affect workers' pay. I support equal fair pay for everyone, so, that's why my answers differ.;;;conseq;;CB
